permit_number,facility,address,city,state,zipcode,latitude,longitude
FSP-060-000172,Moe's Southwest Grill,863 Ponce De Leon AVE,Atlanta,GA,30306,33.7734737,-84.3590108
FSP-060-000174,Alibaba's,60 Broad ST,Atlanta,GA,30303,33.7558448,-84.3895717
FSP-060-000175,Bell Street Burritos,209 Edgewood AVE STE 127,Atlanta,GA,30303,33.7540215,-84.3799140
FSP-060-000176,Taqueria San Pancho,10479 Alpharetta ST,Roswell,GA,30075,34.0339887,-84.3459066
FSP-060-000177,P. Red's BBQ,999 Chattahoochee AVE NW,Atlanta,GA,30318,33.8007106,-84.4205081
FSP-060-000185,McDonald's,5115 Old National HWY,Atlanta,GA,30349,33.6159864,-84.4733124
FSP-060-000194,TRATTORIA 141(after 5),9810 Medlock Bridge RD STE 100,Duluth,GA,30097,34.0205297,-84.1900367
FSP-060-000205,San Francisco Coffee Roasting Co.,676 North Highland AVE STE C,Atlanta,GA,30306,33.7728405,-84.3527672
FSP-060-000215,Mortons - The Steakhouse,303 Peachtree ST,Atlanta,GA,30308,33.7628370,-84.3867340
FSP-060-000226,The Big Ketch,3279 Roswell RD,Atlanta,GA,30305,33.8446604,-84.3795650
FSP-060-000230,Atlanta Heights Charter School,3712 Martin Luther King BLVD,Atlanta,GA,30331,33.7629933,-84.5137805
FSP-060-000231,Aramark,725 West Peachtree ST,Atlanta,GA,30308,33.7739924,-84.3866474
FSP-060-000243,The Flying Biscuit Cafe,1001 Piedmont AVE STE 103,Atlanta,GA,30309,33.7820169,-84.3802167
FSP-060-000244,Agora,3850 Jonesboro RD SE,Atlanta,GA,30354,33.6505515,-84.3653367
FSP-060-000251,Davio's Northern Italian Steakhouse,3500 Peachtree RD NE STE 100,Atlanta,GA,30326,33.8528035,-84.3622556
FSP-060-000259,The Derby,7716 Spalding DR,Norcross,GA,30092,33.9680230,-84.2616872
FSP-060-000272,Intercontinental Buckhead Hotel- Kosher Kitchen,3315 Peachtree RD,Atlanta,GA,30326,33.8456024,-84.3682565
FSP-060-000274,"For All Occasions & More, LLC( Hebrew Academy)",5200 Northland DR,Atlanta,GA,30342,33.8959525,-84.3665102
FSP-060-000278,Cafe Momo,231 Peachtree ST NE STE B-71,Atlanta,GA,30303,33.7602091,-84.3870153
FSP-060-000281,Gyro King,400 West Peachtree ST,Atlanta,GA,30308,33.7653099,-84.3855191
FSP-060-000287,McDonald's #29805,9140 Roosevelt HWY,Palmetto,GA,30268,33.5282777,-84.6599069
FSP-060-000319,Egg Harbor Cafe,10270 Medlock Bridge RD,Duluth,GA,30097,34.0316590,-84.1869061
FSP-060-000339,Empire State South,999 Peachtree ST NE STE 140,Atlanta,GA,30309,33.7811540,-84.3837111
FSP-060-000377,Sweet Georgia's Juke Joint Main Bar,200 Peachtree ST,Atlanta,GA,30309,33.7592040,-84.3877686
FSP-060-000378,Sweet Georgia Juke Joint Kitchen,200 Peachtree ST,Atlanta,GA,30309,33.7592040,-84.3877686
FSP-060-000383,Hughes Spalding Children's Hospital Cafe,"35 Jesse Hill Jr., DR SE",Atlanta,GA,30303,33.7539006,-84.3820093
FSP-060-000389,Twelve Eighty Restaurant,1280 Peachtree ST,Atlanta,GA,30309,33.7895499,-84.3844148
FSP-060-000390,Production Kitchen- MAB,1280 Peachtree ST,Atlanta,GA,30309,33.7895499,-84.3844148
FSP-060-000393,High Cafe-HMA,1280 Peachtree ST,Atlanta,GA,30309,33.7895499,-84.3844148
FSP-060-000394,Weiland Pavillion-HMA,1280 Peachtree ST,Atlanta,GA,30309,33.7895499,-84.3844148
FSP-060-000397,Cart-MAB,1280 Peachtree ST,Atlanta,GA,30309,33.7895499,-84.3844148
FSP-060-000399,Church's Chicken,5148 Old National HWY,Atlanta,GA,30349,33.6147205,-84.4722875
FSP-060-000401,Shaw Room-MAB,1280 Peachtree ST,Atlanta,GA,30309,33.7895499,-84.3844148
FSP-060-000402,Park Grounds,142 Flat Shoals AVE SE,Atlanta,GA,30316,33.7501049,-84.3545952
FSP-060-000408,The Derby,9850 Nesbit Ferry RD,Alpharetta,GA,30022,34.0196114,-84.2788204
FSP-060-000412,St. Regis Bar,88 West Paces Ferry RD,Atlanta,GA,30305,33.8399130,-84.3827060
FSP-060-000413,St. Regis Main Kitchen,88 West Paces Ferry RD,Atlanta,GA,30305,33.8399130,-84.3827060
FSP-060-000418,Loft At Castleberry Hill (Deli Kitchen),170 Northside DR SW,Atlanta,GA,30313,33.7500392,-84.4033955
FSP-060-000420,Loft at Castleberry Hill (Events Kitchen),170 Northside DR SW,Atlanta,GA,30313,33.7500392,-84.4033955
FSP-060-000434,Iztaccihuatl Mexican Food,22 West Broad ST,Fairburn,GA,30213,33.5673914,-84.5810785
FSP-060-000435,3376 Peachtree Road-Atlanta Hotel LL Inc.(Main Kitchen),3376 Peachtree RD,Atlanta,GA,30326,33.8498840,-84.3668555
FSP-060-000436,Sodexo@UPS,12380 Morris RD,Alpharetta,GA,30005,34.0810463,-84.2635449
FSP-060-000437,3376 Peachtree Road Atlanta Hotel LL Inc.(Employee Kitchen),3376 Peachtree RD,Atlanta,GA,30326,33.8498840,-84.3668555
FSP-060-000439,3376 Peachtree Road-Atlanta Hotel LL Inc.(Banquet Hall),3376 Peachtree RD,Atlanta,GA,30326,33.8498840,-84.3668555
FSP-060-000440,3376 Peachtree Road-Atlanta Hotel LL Inc.(Lobby Bar/Cafe),3376 Peachtree RD,Atlanta,GA,30326,33.8498840,-84.3668555
FSP-060-000441,Moe's Original Bar B Que,349 14th ST STE A,Atlanta,GA,30318,33.7863437,-84.3985727
FSP-060-000445,"Cafe 400, LLC",1100 Johnson Ferry RD NE STE 135,Atlanta,GA,30342,33.9070366,-84.3493306
FSP-060-000452,Camp Truitt Senior Center,4320 Herschell RD,College Park,GA,30337,33.6375926,-84.4716931
FSP-060-000455,Cafe At Pharr,3145 Peachtree RD STE 101,Atlanta,GA,30305,33.8398668,-84.3774374
FSP-060-000457,Tiny Bistro,1039 Marietta ST,Atlanta,GA,30318,33.7795837,-84.4111522
FSP-060-000459,Delia's Chicken Sausage Stand,489 Moreland AVE SE,Atlanta,GA,30316,33.7407939,-84.3496143
FSP-060-000461,Skylounge At The Glenn,110 Marietta ST,Atlanta,GA,30303,33.7569647,-84.3929763
FSP-060-000463,Atlanta Technical College - Bake Kitchen,1560 Metropolitan PKWY SE,Atlanta,GA,30310,33.7117700,-84.4077930
FSP-060-000467,The Bistro,3332 Peachtree RD,Atlanta,GA,30326,33.8468327,-84.3700787
FSP-060-000468,The Bistro Kitchen,3332 Peachtree RD,Atlanta,GA,30326,33.8468327,-84.3700787
FSP-060-000470,Whitehall Tavern,2391 Peachtree RD,Atlanta,GA,30305,33.8203744,-84.3877224
FSP-060-000472,Come Home Eatery,3580 Cascade RD,Atlanta,GA,30331,33.7227151,-84.5059208
FSP-060-000476,DaVinci's Pizzeria Of Midtown,1270 West Peachtree ST,Atlanta,GA,30309,33.7893220,-84.3880022
FSP-060-000482,22 Storys Lobby Bar,265 Peachtree ST NE,Atlanta,GA,30303,33.7613755,-84.3873556
FSP-060-000483,Chico & Chang,447 Ponce De Leon AVE,Atlanta,GA,30308,33.7730080,-84.3721737
FSP-060-000484,USA Deli,1156 Memorial DR,Atlanta,GA,30316,33.7477968,-84.3497889
FSP-060-000487,Courtyard by Marriott,3399 International BLVD,Hapeville,GA,30354,33.6621959,-84.4238726
FSP-060-000492,Domino's Pizza,1100 Hammond DR,Atlanta,GA,30328,33.9195355,-84.3525657
FSP-060-000500,Publik,654 Peachtree RD,Atlanta,GA,30308,33.7723713,-84.3850332
FSP-060-000504,Smokey's BBQ,3850 Jonesboro RD,Atlanta,GA,30354,33.6499513,-84.3649869
FSP-060-000523,Yogurtland,1264 West Paces Ferry RD,Atlanta,GA,30327,33.8481764,-84.4283925
FSP-060-000541,Grindhouse Killer Burgers,1842 Piedmont AVE,Atlanta,GA,30324,33.8060980,-84.3672046
FSP-060-000543,Horseshoe Bend Country Club-Snack Bar,2100 Steeplechase LN,Roswell,GA,30076,33.9818005,-84.2969977
FSP-060-000544,Horseshoe Bend Country Club-Kitchen,2100 Steeplechase LN,Roswell,GA,30076,33.9818005,-84.2969977
FSP-060-000545,Hooters of Roswell,795 Holcomb Bridge RD,Roswell,GA,30076,34.0305483,-84.3390042
FSP-060-000548,American Deli,1003 Virginia AVE,Hapeville,GA,30354,33.6594288,-84.4223956
FSP-060-000553,Treehouse Restaurant And Pub,7 Kings CIR,Atlanta,GA,30305,33.8187505,-84.3810226
FSP-060-000558,Cantina One 41,9810 Medlock Bridge STE 900,Duluth,GA,30097,34.0205297,-84.1900367
FSP-060-000558,Viande Rouge (after 5),9810 Medlock Bridge STE 900,Duluth,GA,30097,34.0205297,-84.1900367
FSP-060-000567,Wayne's World Cafe,148 Andrew Young International BLVD,Atlanta,GA,30303,33.7601547,-84.3826904
FSP-060-000570,Genki Noodles & Sushi,1040 North Highland AVE,Atlanta,GA,30306,33.7829230,-84.3547081
FSP-060-000572,"Casseroles, LLC",1393 North Highland AVE STE 4,Atlanta,GA,30306,33.7922174,-84.3522742
FSP-060-000576,Subway,519 North Central AVE,Hapeville,GA,30354,33.6574932,-84.4060428
FSP-060-000579,Rooster King,216 West Broad ST,Fairburn,GA,30213,33.5700650,-84.5760157
FSP-060-000586,Five Guys,860 Peachtree ST STE A,Atlanta,GA,30308,33.7782051,-84.3845530
FSP-060-000589,Sage Dining Services - Pace Academy Lower,966 West Paces Ferry RD,Atlanta,GA,30327,33.8490368,-84.4171024
FSP-060-000591,Tassili's Raw Reality,1059 Ralph David Abernathy BLVD,Atlanta,GA,30310,33.7385020,-84.4224999
FSP-060-000597,Atlanta Charter Middle School,820 Essie AVE,Atlanta,GA,30316,33.7325263,-84.3551086
FSP-060-000604,Atria Buckhead,2848 Lenox RD,Atlanta,GA,30324,33.8319707,-84.3576552
FSP-060-000606,Il MIO IL TUO INC,800 Peachtree ST STE F1,Atlanta,GA,30308,33.7763668,-84.3848366
FSP-060-000609,BGR Grille,1603 White WAY,Atlanta,GA,30344,33.6787669,-84.4412869
FSP-060-000611,Coverdell Cafeteria,244 Washington ST SW,Atlanta,GA,30334,33.7482344,-84.3895964
FSP-060-000613,Quality Inn Kitchen,89 Luckie ST,Atlanta,GA,30303,33.7573051,-84.3894196
FSP-060-000620,Cafe At Pharr,1465 Chattahoochee AVE STE 100,Atlanta,GA,30318,33.8072887,-84.4342521
FSP-060-000625,Bite Creative Cuisine & Catering,11500 Webb Bridge WAY STE A-9,Alpharetta,GA,30005,34.0617730,-84.2250803
FSP-060-000628,Wrecking Bar Brewpub,292 Moreland AVE NE,Atlanta,GA,30307,33.7622947,-84.3499943
FSP-060-000631,Deli - North Ave.,120 North AVE,Atlanta,GA,30313,33.7700703,-84.3909780
FSP-060-000632,Pasta - North Ave.,120 North AVE,Atlanta,GA,30313,33.7700703,-84.3909780
FSP-060-000635,North Ave. - Main Kitchen,120 North AVE,Atlanta,GA,30313,33.7700703,-84.3909780
FSP-060-000637,Twisted Taco,9700 Medlock Bridge RD STE 110,Johns Creek,GA,30097,34.0175527,-84.1923682
FSP-060-000639,Smokey's BBQ - Outdoor,3850 Jonesboro RD,Atlanta,GA,30354,33.6499513,-84.3649869
FSP-060-000645,Panera Bread,1544 Piedmont RD SPC 203,Atlanta,GA,30324,33.7990622,-84.3717014
FSP-060-000647,Maki Fresh,2349 Peachtree ST NE,Atlanta,GA,30305,33.8192659,-84.3886010
FSP-060-000649,Market Street Cafe,3475 Piedmont RD,Atlanta,GA,30305,33.8506063,-84.3750687
FSP-060-000651,Verde Taqueria,1193 Collier RD,Atlanta,GA,30319,33.8116773,-84.4245291
FSP-060-000652,Wingnuts,768 Marietta ST NW,Atlanta,GA,30318,33.7730832,-84.4040112
FSP-060-000662,Bombay Xpress,3050 Mansell RD STE A,Alpharetta,GA,30022,34.0379447,-84.2962570
FSP-060-000662,Bombay Flames,3050 Mansell RD STE A,Alpharetta,GA,30022,34.0379447,-84.2962570
FSP-060-000666,T.J.'s Sandwiches,190 Marietta ST STE 225,Atlanta,GA,30303,33.7590584,-84.3950221
FSP-060-000674,Jerk Palace,4550 Jonesboro RD STE M,Union City,GA,30291,33.5661702,-84.5369627
FSP-060-000688,"Stylish Food & Events, Inc. dba Art of Food",700 Dalrymple RD NE STE 100,Sandy Springs,GA,30328,33.9554480,-84.3635904
FSP-060-000694,"Atlanta Center for Self Sufficiency, Inc.",458 Edgewood AVE,Atlanta,GA,30312,33.7544022,-84.3727010
FSP-060-000697,Tomo Japanese Restaurant,3630 Peachtree RD,Atlanta,GA,30326,33.8544526,-84.3583947
FSP-060-000700,Sweet Auburn Barbecue,209 Edgewood AVE STE 128,Atlanta,GA,30303,33.7540215,-84.3799140
FSP-060-000701,Olyzubbys African Restaurant,4813 Old National HWY,Atlanta,GA,30337,33.6239620,-84.4757630
FSP-060-000702,Panera Bread,1195 Woodstock RD STE 920,Roswell,GA,30075,34.0623016,-84.3988395
FSP-060-000712,Jet's Pizza of Johns Creek,10475 Medlock Bridge RD STE 108,Johns Creek,GA,30097,34.0343194,-84.1850322
FSP-060-000714,Mr. Taco,4000 North Point PKWY,Alpharetta,GA,30022,34.0669819,-84.2611468
FSP-060-000717,Cibo e Beve,4969 Roswell RD STE 245,Atlanta,GA,30342,33.8900622,-84.3807352
FSP-060-000721,Barrelhouse,22 5th ST NW STE B,Atlanta,GA,30308,33.7765551,-84.3879702
FSP-060-000725,The Corner Grille,3823 Main ST,Atlanta,GA,30337,33.6509423,-84.4498428
FSP-060-000734,Starbucks @ Georgia Tech,266 4th ST,Atlanta,GA,30332,33.7749203,-84.3964148
FSP-060-000738,Jam Rock Jerk Center,1232 Metropolitan PKWY,Atlanta,GA,30310,33.7213761,-84.4076228
FSP-060-000750,Dennis Dean Catering,733 Lambert DR,Atlanta,GA,30324,33.8121889,-84.3638220
FSP-060-000760,Piedmont North Dining Hall,175 Piedmont AVE STE 902,Atlanta,GA,30303,33.7591060,-84.3807352
FSP-060-000767,Smoothie King,11720 Medlock Bridge RD STE 125,Duluth,GA,30097,34.0662492,-84.1699434
FSP-060-000775,Loudermilk Conference Center,40 Courtland ST,Atlanta,GA,30303,33.7553049,-84.3845912
FSP-060-000784,Sway,265 Peachtree ST NE,Atlanta,GA,30303,33.7613755,-84.3873556
FSP-060-000787,Domino's Pizza # 5726,2165 Cheshire Bridge RD STE A,Atlanta,GA,30324,33.8133915,-84.3534936
FSP-060-000788,Northside Tavern,1058 Howell Mill RD,Atlanta,GA,30318,33.7836075,-84.4121166
FSP-060-000792,Instead Of Flowers,1331 Marietta BLVD,Atlanta,GA,30318,33.7913641,-84.4292882
FSP-060-000795,Domino's Pizza #3593,9165 Rosevelt HWY STE D,Palmetto,GA,30268,33.5285403,-84.6624608
FSP-060-000796,Association Motor Club LLC DBA Auto Spa Bistro,348 14th ST,Atlanta,GA,30318,33.7858644,-84.3983162
FSP-060-000797,Popeye's,3343 Old Milton PKWY,Alpharetta,GA,30005,34.0677186,-84.2631560
FSP-060-000798,Popeye's,10777 Alpharetta HWY,Roswell,GA,30076,34.0418602,-84.3411613
FSP-060-000799,Domino's Pizza # 5707,1959 Howell Mill RD,Atlanta,GA,30318,33.8082664,-84.4124536
FSP-060-000801,Farm Burger,3365 Piedmont RD STE 1120,Atlanta,GA,30305,33.8480075,-84.3714551
FSP-060-000802,Midtown Takorea LLC,818 Juniper ST,Atlanta,GA,30308,33.7768998,-84.3831371
FSP-060-000803,Yumbii Food Truck #2,1521 Peachtree ST Route A,Atlanta,GA,30309,33.7960809,-84.3874275
FSP-060-000806,Gutbusters,5495 Cascade RD STE 103,Atlanta,GA,30331,33.7318840,-84.5672167
FSP-060-000809,MINAS EMPORIUM,8610 Roswell RD STE 690,Atlanta,GA,30350,33.9909398,-84.3533012
FSP-060-000814,Tin Can Fish House and Oyster Bar (after 5),227 Sandy Springs PL,Atlanta,GA,30328,33.9203086,-84.3814423
FSP-060-000815,VLive Atlanta,1271 Marietta BLVD,Atlanta,GA,30318,33.7894892,-84.4282216
FSP-060-000818,Ferst Place Student Center @ GA Tech,350 Ferst DR NW FL 3,Atlanta,GA,30332,33.7742484,-84.3988420
FSP-060-000821,Yoforia Piedmont Park,985 Monroe DR,Atlanta,GA,30308,33.7814204,-84.3684847
FSP-060-000824,Mirko Pasta,4233 Roswell RD,Atlanta,GA,30342,33.8700446,-84.3805906
FSP-060-000825,Sarku Japan Teriyaki and Sushi,5304 Windward PKWY STE A-102,Alpharetta,GA,30004,34.0896621,-84.2735966
FSP-060-000827,KIPP Atlanta- Collegiate,98 Anderson AVE NW,Atlanta,GA,30314,33.7561570,-84.4512737
FSP-060-000831,Jimmy John's,60 Luckie ST,Atlanta,GA,30303,33.7563531,-84.3891264
FSP-060-000835,NATIONS CAFE,8290 Roswell RD STE 400,Atlanta,GA,30350,33.9811881,-84.3507543
FSP-060-000846,Applebee's Neighborhood Grill & Bar,3690 Cascade RD,Atlanta,GA,30331,33.7230444,-84.5089872
FSP-060-000849,La Casa Italian Grill,37 Old Roswell ST,Alpharetta,GA,30009,34.0745836,-84.2962936
FSP-060-000861,Embilta Cafe And Mart,2100 Cheshire Bridge RD STE A,Atlanta,GA,30324,33.8126669,-84.3548827
FSP-060-000864,Umma's House,75 5th ST NW STE 170,Atlanta,GA,30308,33.7774430,-84.3891231
FSP-060-000867,Mr. Everything Cafe,2220 Jonesboro RD STE 101,Fairburn,GA,30213,33.5505508,-84.4640264
FSP-060-000876,JW Marriot Buckhead- Nox Cafe,3300 Lenox RD NE,Atlanta,GA,30305,33.8467259,-84.3624199
FSP-060-000877,JW Marriot Buckhead- Nox Creek Lounge,3300 Lenox RD NE,Atlanta,GA,30305,33.8467259,-84.3624199
FSP-060-000889,Chuck's Famous,68 5th ST NW,Atlanta,GA,30308,33.7766480,-84.3895524
FSP-060-000900,Church's Chicken Restaurant,629 Cascade AVE,Atlanta,GA,30310,33.7384946,-84.4354212
FSP-060-000903,Taco Mac,2630 Holcomb Bridge RD,Alpharetta,GA,30022,33.9989431,-84.2831389
FSP-060-000904,J W Marriott Buckhead Hotel - Nox Creek Southern Grill,3300 Lenox RD NE,Atlanta,GA,30326,33.8467259,-84.3624199
FSP-060-000906,Atlantic Corner Cafe,1350 Spring ST,Atlanta,GA,30303,33.7914918,-84.3898086
FSP-060-000907,Barcelona Restaurant,240 N Highland AVE,Atlanta,GA,30307,33.7618992,-84.3603868
FSP-060-000910,Canton Cook II,6690 Roswell RD STE 410,Atlanta,GA,30328,33.9379027,-84.3801603
FSP-060-000912,Carl's Cafe Catering,5920 Roswell RD STE C104,Atlanta,GA,30328,33.9167626,-84.3794927
FSP-060-000920,The Cohen Home,10485 Jones Bridge RD,Alpharetta,GA,30022,34.0353739,-84.2364002
FSP-060-000927,Lunch on Main Street,3569 Main ST,Atlanta,GA,30337,33.6578419,-84.4486285
FSP-060-000929,Uptown Cafe,9850 Nesbit Ferry RD STE 22,Alpharetta,GA,30022,34.0196114,-84.2788204
FSP-060-000930,Sodexo at Lexis Nexis,1000 Alderman DR,Alpharetta,GA,30005,34.0939462,-84.2460409
FSP-060-000931,Sodexo at Lexis Nexis,1100 Alderman DR,Alpharetta,GA,30005,34.0960325,-84.2475533
FSP-060-000933,STK Atlanta-Main Kitchen,1075 Peachtree ST,Atlanta,GA,30309,33.7838326,-84.3826210
FSP-060-000934,STK Atlanta-Cucina Asellina,1075 Peachtree ST,Atlanta,GA,30309,33.7838326,-84.3826210
FSP-060-000935,STK Atlanta- Bar,1075 Peachtree ST,Atlanta,GA,30309,33.7838326,-84.3826210
FSP-060-000954,Park Bar,150 Walton ST,Atlanta,GA,30303,33.7581973,-84.3927991
FSP-060-000956,Oscar's Atlanta,1510 Piedmont AVE STE C,Atlanta,GA,30324,33.7965477,-84.3709212
FSP-060-000964,Alma Cocina,191 Peachtree ST,Atlanta,GA,30303,33.7590563,-84.3873043
FSP-060-000967,Gyro King,5841 Roswell RD STE 101,Atlanta,GA,30328,33.9146938,-84.3789066
FSP-060-000973,Willy's Mexicana Grill # 22- GSU,100 Piedmont AVE SE,Atlanta,GA,30303,33.7510285,-84.3855813
FSP-060-000974,Concourse Coffee Station,5 Concourse PKWY STE 135,Atlanta,GA,30328,33.9170796,-84.3545130
FSP-060-000975,Blue Moon Pizza,5610 Glenridge DR STE 110,Atlanta,GA,30342,33.9080602,-84.3638203
FSP-060-000980,Citizens Lanes LLC,5100 Goodson Connector RD,Union City,GA,30291,33.5689571,-84.5453873
FSP-060-000985,Cactus Flats,200 Piedmont AVE SE,Atlanta,GA,30334,33.7502387,-84.3863457
FSP-060-000986,Agora,3650 Jonesboro RD,Atlanta,GA,30354,33.6557111,-84.3663833
FSP-060-000987,Vinny's,860 Peachtree ST,Atlanta,GA,30308,33.7782051,-84.3845530
FSP-060-000988,Ocean Catering Company,489 Peachtree ST NE REAR,Atlanta,GA,30308,33.7678552,-84.3852192
FSP-060-000992,Word of Faith Love Center,2435 Ben Hill RD,Eastpoint,GA,30344,33.6793361,-84.4680854
FSP-060-000995,Best Cajun Asian,50 Broad ST,Atlanta,GA,30303,33.7556038,-84.3897991
FSP-060-000996,"Bold American Food Company, LLC",887 West Marietta ST,Atlanta,GA,30318,33.7822913,-84.4161997
FSP-060-000997,McDonald's,6360 Powers Ferry RD,Atlanta,GA,30339,33.9049968,-84.4298421
FSP-060-001003,JET'S PIZZA,11706 Alpharetta HWY STE 200,Roswell,GA,30076,34.0656523,-84.3205527
FSP-060-001004,Moe's Southwest Grill,70 Peachtree ST,Atlanta,GA,30303,33.7557046,-84.3890967
FSP-060-001005,Lucky Buddha,531 10th ST NW,Atlanta,GA,30318,33.7818120,-84.4048004
FSP-060-001009,Hudson Grille Sandy Springs,6317 Roswell RD,Atlanta,GA,30328,33.9275353,-84.3784843
FSP-060-001011,Quality Suites,505 Pharr RD,Atlanta,GA,30305,33.8364710,-84.3715250
FSP-060-001014,Moe's Southwest Grill,225 Peachtree ST,Atlanta,GA,30303,33.7601673,-84.3870294
FSP-060-001016,Firehouse Subs,537 10th ST NW,Atlanta,GA,30318,33.7818829,-84.4050064
FSP-060-001019,LottaFrutta,590 Auburn AVE NE STE A,Atlanta,GA,30312,33.7559842,-84.3680670
FSP-060-001023,Jack's New Yorker Deli,3333 Piedmont RD STE 120,Atlanta,GA,30305,33.8458830,-84.3720505
FSP-060-001024,Condesa Coffee,480 John Wesley Dobbs STE 100,Atlanta,GA,30312,33.7594774,-84.3711749
FSP-060-001034,American Deli,2457 Martin Luther King Jr. DR STE D,Atlanta,GA,30311,33.7526152,-84.4683724
FSP-060-001036,Emidios Restaurant,8610 Roswell RD STE 950,Atlanta,GA,30350,33.9909398,-84.3533012
FSP-060-001042,Terminal West,887 W. Marietta ST STE C,Atlanta,GA,30303,33.7822913,-84.4161997
FSP-060-001050,Oz Pizza,5 West Broad ST,Fairburn,GA,30213,33.5669971,-84.5819257
FSP-060-001053,Subway,1217 Metropolitan PKWY,Atlanta,GA,30310,33.7217197,-84.4084847
FSP-060-001066,Roly Poly,8 Park Place South SE,Atlanta,GA,30303,33.7556261,-84.3879461
FSP-060-001072,Blossom Tree,64 Peachtree ST NW,Atlanta,GA,30303,33.7555674,-84.3891603
FSP-060-001079,Baraka Shawarma,68 Walton ST,Atlanta,GA,30303,33.7563582,-84.3908778
FSP-060-001089,Saeed's Cafe @ 575 (UPSTAIRS Kitchen),575 Morosgo DR,Atlanta,GA,30324,33.8218039,-84.3688268
FSP-060-001091,LITTLE ALLEY STEAK,955 Canton ST STE 120,Roswell,GA,30075,34.0246256,-84.3613528
FSP-060-001098,Saigon Cafe,5530 Windward PKWY STE C-300,Alpharetta,GA,30004,34.0887164,-84.2677097
FSP-060-001099,Water Pavillion @ Piedmont Hospital,1968 Peachtree RD NW,Atlanta,GA,30309,33.8088405,-84.3955264
FSP-060-001102,LAZARO'S Cuban Cusine,25 Woodstock RD,Roswell,GA,30075,34.0319338,-84.3621119
FSP-060-001108,Willy's Mexicana Grill,650 Ponce De Leon AVE STE 810A,Atlanta,GA,30308,33.7736107,-84.3658288
FSP-060-001114,Legoland,3500 Peachtree RD STE G,Atlanta,GA,30308,33.8525865,-84.3619899
FSP-060-001117,Nathan's Hot Dogs #3,285 Andrew Young International BLVD,Atlanta,GA,30303,33.7608222,-84.4011801
FSP-060-001118,Nathan's Hot Dogs #4,285 Andrew Young International BLVD,Atlanta,GA,30303,33.7608222,-84.4011801
FSP-060-001128,Lunch Box,1519 Pryor RD,Atlanta,GA,30315,33.7139538,-84.3936674
FSP-060-001129,Egg Harbor Cafe-Sandy Springs,5920 Roswell RD STE A-101,Atlanta,GA,30328,33.9167626,-84.3794927
FSP-060-001130,Holiday Inn Express and Suites,111 Cone ST,Atlanta,GA,30303,33.7578899,-84.3898918
FSP-060-001141,The Spinning Pie,259 Peters ST,Atlanta,GA,30313,33.7476415,-84.4018564
FSP-060-001142,Taziki's Mediterranean Cafe,5610 Glenridge DR STE 109,Atlanta,GA,30342,33.9080602,-84.3638203
FSP-060-001145,Sushi Nami Too,5610 Glenridge DR,Atlanta,GA,30342,33.9080602,-84.3638203
FSP-060-001152,Yard House,261 19th ST STE 1100,Atlanta,GA,30363,33.7938210,-84.3960893
FSP-060-001159,SAMAD MEDITERANEAN GRILL,8897 Roswell RD,Atlanta,GA,30350,34.0001710,-84.3492777
FSP-060-001161,Streatery Cart 2,121 Baker ST NW,Atlanta,GA,30303,33.7627423,-84.3926638
FSP-060-001163,"Stoney River Legendary Steaks, LLC",10524 Alpharetta HWY,Roswell,GA,30076,34.0374930,-84.3438090
FSP-060-001164,Ipanema Grill,4055 Old Milton PKWY STE 9,Alpharetta,GA,30005,34.0601404,-84.2429853
